age	region	kids04	kids59	hoursWorked	education	familyIncome
5942	55	Atlantic	No	No	0	11	13399
5943	46	Prairies	No	No	1043	11.5	96581
5944	37	Ontario	No	Yes	1304	13	52169
5945	54	Ontario	No	No	0	12	40947
5946	42	Ontario	No	No	2086	13.6	23999
5947	19	Atlantic	Yes	No	0	12	12904
5948	40	Ontario	No	Yes	0	12	12601
5949	56	Ontario	No	No	475	17	59800
5950	38	BC	No	Yes	1132	12	30157
5951	44	Atlantic	No	No	1884	12	22923
5952	39	Prairies	No	No	2086	12.5	15208
5953	31	Prairies	No	No	98	8	8604
5954	34	Quebec	No	No	626	13	22712
5955	29	BC	No	Yes	0	13	30260
5956	53	Quebec	No	No	0	13	27846
5957	32	BC	Yes	Yes	603	12.5	23276
5959	38	Prairies	No	No	1095	14.8	60125
5960	23	Prairies	Yes	No	1214	13.1	32698
5962	24	Ontario	No	No	1251	15	26752
5963	59	Atlantic	No	No	0	9	24616
5964	30	Atlantic	Yes	No	2242	12	23549
5965	40	BC	No	No	1564	11	30502
5966	54	Ontario	No	No	2086	12	48224
5967	37	Prairies	No	Yes	1304	12	51878
5968	36	BC	No	Yes	0	16	42177
5969	42	Prairies	No	No	2294	11.1	35661
5970	62	Ontario	No	No	0	11	15949
5971	21	Ontario	No	No	1110	13.8	31945
5972	63	Atlantic	No	No	0	9	23086
5973	34	Quebec	No	Yes	1477	14	21767
5974	59	Quebec	No	No	912	10	31804
5975	62	Prairies	No	No	0	11	15840
5976	63	Prairies	No	No	0	8	26655
5977	64	Prairies	No	No	0	12	28100
5978	41	BC	No	No	2346	16	35835
5979	47	Ontario	No	No	2086	10	18649
5980	41	Atlantic	No	No	952	11	12070
5981	34	Atlantic	Yes	Yes	433	11	13914
5982	42	Ontario	No	No	1304	14	37877
5983	52	Ontario	No	No	0	18	39544
5984	34	BC	Yes	Yes	1564	12.5	39904
5985	28	Prairies	Yes	No	0	12	33607
5986	26	Quebec	No	No	1678	18.5	10956
5987	39	Ontario	No	No	1299	13	25435
5988	48	Quebec	No	No	1983	18.3	25725
5989	50	Ontario	No	No	2086	19	34510
5990	34	BC	Yes	Yes	218	12	37191
5991	64	Quebec	No	No	0	8	22783
5992	43	Quebec	No	No	2086	8	15467
5993	46	Prairies	No	No	261	13	33879
5994	34	Ontario	No	Yes	1194	12	28425
5995	55	Ontario	No	No	1043	13	45709
5996	37	Ontario	No	No	1981	12	54915
5997	38	Prairies	No	No	2477	16	52676
5999	33	BC	Yes	No	980	17	45496
6000	30	Ontario	Yes	No	432	19.1	43959
6001	41	Atlantic	Yes	No	156	9	49626
6002	30	Quebec	Yes	No	1955	13.2	25797
6003	34	Ontario	No	Yes	2086	10	153
6004	34	Atlantic	No	Yes	1825	13	15906
6005	52	Ontario	No	No	0	14	40723
6006	54	Atlantic	No	Yes	27	13.5	24208
6008	40	Prairies	Yes	No	2086	19	42504
6009	32	Quebec	No	Yes	869	14	13029
6010	36	Prairies	No	No	0	12.3	35959
6011	27	Ontario	No	No	696	17.2	55863
6012	30	Prairies	Yes	No	0	11	6975
6013	39	BC	No	No	391	13.5	31274
6014	51	Quebec	No	No	1890	9	21823
6015	40	Quebec	No	Yes	0	11	30803
6016	31	Prairies	Yes	No	815	15	43386
6017	30	Quebec	Yes	Yes	1460	14	26007
6018	60	Quebec	No	No	0	11	86028
6019	39	Quebec	No	No	2007	12	23131
6020	34	Atlantic	No	Yes	264	12.5	53450
6021	64	Ontario	No	No	0	8	28560
6022	32	BC	No	Yes	2040	12	13848
6023	38	Atlantic	Yes	Yes	0	12	37195
6024	28	Ontario	Yes	Yes	0	15.1	48131
6025	37	Atlantic	Yes	No	0	14	29795
6027	59	BC	No	No	1147	14	12725
6028	39	Prairies	No	Yes	0	12	47298
6029	37	Ontario	No	Yes	0	14	44252
6030	45	Atlantic	No	No	0	8	12095
6031	55	Quebec	No	No	0	13	26840
6032	29	Ontario	Yes	No	1955	14.5	26409
6033	60	Prairies	No	No	0	8	14815
6034	40	Atlantic	No	No	521	12	32194
6035	42	Atlantic	No	No	1564	12	11834
6037	40	Quebec	No	No	2868	13	1817
6038	45	BC	No	Yes	1825	17	21472
6039	38	Atlantic	Yes	No	2086	11.5	57259
6040	29	Quebec	Yes	Yes	556	13.2	6987
6041	51	Prairies	No	No	1564	9.4	20935
6042	62	Prairies	No	No	365	13	28013
6043	30	Prairies	Yes	No	1998	14	34554
6045	29	Prairies	Yes	No	973	16.1	38975
6046	37	Atlantic	Yes	No	1460	11	22286
6047	48	Quebec	No	No	1981	7	27201
6048	38	Prairies	No	No	1487	10	20547
6049	47	Quebec	No	No	1955	11	15845
6050	59	Ontario	No	No	621	12	36708
6051	42	Prairies	No	Yes	1955	10	51706
6052	37	Ontario	No	No	1075	13	47263
6053	32	Ontario	No	No	1981	15	31363
6054	32	Ontario	No	No	1015	13	33077
6055	54	Prairies	No	No	521	13	31611
6056	38	Quebec	No	No	2086	11.3	38090
6057	26	Prairies	No	No	318	11	29574
6058	28	Ontario	No	Yes	0	12.5	4177
6059	29	Prairies	Yes	Yes	0	8	28876
6060	48	Prairies	No	No	2520	14	21844
6061	34	Quebec	No	Yes	596	10	16582
6062	65	Ontario	No	No	0	14	34053
6063	45	Ontario	Yes	No	2086	11	32303
6064	48	Prairies	No	No	0	14.2	45027
6065	32	Ontario	Yes	No	2868	13.5	49187
6066	37	Atlantic	No	No	0	5	24743
6067	53	Atlantic	No	No	1955	12.5	36286
6068	24	Prairies	No	No	2607	16	11154
6070	34	Atlantic	No	No	0	12	36135
6072	61	Prairies	No	No	1564	9	21527
6073	28	Atlantic	Yes	Yes	261	12	25529
6074	48	Ontario	No	No	1981	12.6	35005
6076	34	Prairies	Yes	Yes	2338	15	19960
6077	41	Quebec	No	No	1912	10	26275
6078	29	Prairies	Yes	Yes	1349	13.6	13650
6079	38	Atlantic	No	No	849	12	33898
6080	31	Prairies	Yes	Yes	132	20	18610
6081	39	BC	No	No	1206	8	52731
6082	59	Ontario	No	No	438	13.5	46113
6084	48	BC	No	No	2607	13	34936
6085	45	Prairies	No	No	1955	17	15613
6086	59	Atlantic	No	No	0	8.2	32299
6087	44	Quebec	No	No	0	11	35867
6088	52	Quebec	No	No	0	12	18909
6089	62	Prairies	No	No	0	1	21762
6090	31	Ontario	No	No	1955	19.5	32221
6091	58	Atlantic	No	No	0	17	21318
6092	22	Ontario	No	No	760	12.5	7322
6093	34	BC	Yes	Yes	0	13	38598
6094	33	Prairies	No	Yes	1955	18.3	24279
6095	40	Atlantic	No	No	1960	12	23175
6096	40	Atlantic	Yes	No	445	9	26505
6097	63	Prairies	No	No	0	13	16851
6098	18	BC	Yes	No	2240	9	13812
6099	36	Ontario	No	Yes	2086	12	10998
6100	31	Ontario	Yes	No	2086	18	37157
6101	59	Atlantic	No	No	348	6	22403
6103	39	Atlantic	Yes	Yes	887	12	35292
6104	41	Ontario	No	No	2516	12.5	48244
6105	35	Quebec	No	Yes	1564	13	27097
6106	45	Ontario	No	No	1877	14	17202
6107	62	Prairies	No	No	2086	9	11936
6108	32	Ontario	Yes	No	1669	17.4	28875
6109	32	Prairies	No	Yes	2086	12	46264
6110	41	Quebec	No	No	0	11	45259
6111	40	Ontario	No	Yes	652	14	30871
6112	53	Quebec	No	No	0	13	31718
6113	37	Quebec	No	No	869	14	22797
6114	46	Prairies	No	No	1955	12	33396
6115	40	Ontario	No	Yes	1825	13.1	30592
6116	49	Prairies	No	Yes	1825	13	33513
6118	26	BC	Yes	Yes	28	10	31334
6119	34	BC	No	No	2086	12	29414
6120	59	Atlantic	No	No	0	12	32633
6122	37	Atlantic	No	Yes	1564	15	44034
6124	47	Atlantic	No	No	1825	19	34517
6125	61	Atlantic	No	Yes	0	8	42610
6126	45	Prairies	No	No	120	10	32324
6127	46	Quebec	No	No	0	11	32388
6128	40	Prairies	No	No	0	13	30730
6129	52	Quebec	No	No	0	8	30860
6130	59	Ontario	No	No	0	10	35812
6131	64	BC	No	No	0	4	28193
6132	44	Ontario	No	No	0	13	66817
6133	38	Quebec	No	Yes	0	11	11699
6134	52	Prairies	No	No	1865	13	17549
6135	49	Prairies	No	No	2086	11	28278
6136	34	Ontario	No	Yes	2346	17	23276
6137	63	Quebec	No	No	0	12	46141
6138	40	Ontario	No	No	0	11	10859
6139	54	Prairies	No	No	950	14	70958
6140	54	Atlantic	No	No	1043	6	10442
6141	37	BC	No	Yes	1877	18	24185
6142	40	Ontario	No	No	0	10	7044
6143	31	Atlantic	No	Yes	271	12	16884
6144	46	Quebec	No	No	1408	13	44002
6145	42	Quebec	No	No	2353	14	42489
6146	32	Prairies	No	No	695	14	55444
6147	35	Ontario	Yes	No	2086	13	12889
6148	45	Prairies	No	No	2005	10.7	39338
6149	23	Ontario	Yes	No	0	10	13395
6150	58	Prairies	No	No	1825	7	23072
6151	38	Prairies	No	No	1691	12	38302
6152	51	Ontario	No	No	36	17	65487
6153	48	Atlantic	No	Yes	0	9	28832
6154	35	Ontario	Yes	Yes	1251	20	42667
6155	36	Ontario	No	No	2086	16	9534
6157	54	Quebec	No	No	0	9.5	35422
6159	52	Prairies	No	No	1825	12	30243
6160	55	Atlantic	No	No	1564	8.5	30081
6161	47	Atlantic	No	No	1825	16	23315
6162	44	Ontario	No	No	3129	17.4	44617
6163	65	Atlantic	No	No	0	10	12826
6164	53	Prairies	No	No	1981	12	91441
6165	52	Quebec	No	No	1825	13.2	47854
6166	42	Ontario	No	No	0	13.5	36412
6167	46	Prairies	No	No	2086	11	34857
6168	40	BC	No	No	1825	12.9	46308
6169	27	Prairies	No	No	2056	19.3	65842
6170	39	Atlantic	No	No	49	11	37665
6171	39	Quebec	No	No	0	12	36341
6172	52	Quebec	No	No	1460	11	30881
6173	29	Ontario	No	No	1825	12	25173
6175	29	Ontario	No	No	1987	12.5	28414
6176	34	Ontario	No	Yes	2086	17	24378
6177	51	Quebec	No	No	1304	11	31792
6178	47	Prairies	Yes	No	0	11	15652
6179	63	Atlantic	No	No	1	8	17242
6180	26	BC	Yes	No	0	12	8195
6181	42	Atlantic	No	No	0	11	8853
6183	43	Prairies	No	No	492	13.3	18630
6184	29	Ontario	No	Yes	94	14.9	6549
6185	40	BC	No	No	1773	10	57834
6186	50	Ontario	No	No	0	8	32578
6187	44	Prairies	No	No	1877	15	47926
6188	61	Prairies	No	No	0	7	15699
6189	44	Quebec	No	Yes	0	11	58210
6190	43	Atlantic	No	Yes	2346	14	33418
6191	32	Ontario	Yes	No	1955	17.5	32050
6192	48	Ontario	No	No	1304	9.5	23441
6193	27	Atlantic	Yes	No	1893	12	35591
6194	26	Ontario	Yes	No	815	11	26652
6195	22	Ontario	No	No	1773	12	69215
6196	36	BC	Yes	Yes	956	13	39646
6197	43	Quebec	No	No	6344	12	29480
6198	48	Ontario	No	No	2242	12	29993
6199	41	BC	No	No	1825	13	5558
6200	60	Atlantic	No	No	0	17	21115
6201	24	Ontario	Yes	No	0	9	48628
6202	43	Ontario	No	No	1955	10	25526
6203	41	Ontario	No	Yes	1945	13.9	24771
6204	34	Atlantic	No	Yes	1929	15	26942
6205	59	Prairies	No	No	1564	12.5	20332
6206	63	BC	No	No	375	10.5	177
6207	31	BC	Yes	No	260	12	23768
6208	37	Ontario	No	Yes	0	12	33619
6209	31	Prairies	No	No	1491	13.4	38473
6210	52	BC	No	No	0	9	30689
6211	24	Ontario	No	No	2069	16	25871
6212	51	Ontario	No	No	2346	15	72819
6213	47	Prairies	No	No	2086	14.7	7171
6214	32	BC	Yes	No	0	15	47965
6215	35	Prairies	Yes	Yes	1181	13	26087
6217	38	Prairies	No	Yes	156	19	50712
6218	58	Prairies	No	No	0	11	35355
6219	37	Ontario	No	Yes	834	12	0
6220	39	Ontario	No	No	2086	15	26346
6221	45	Prairies	No	No	1304	10	33827
6222	31	Atlantic	No	Yes	0	10	11703
6223	25	Ontario	No	No	1603	13.5	25720
6224	33	Ontario	No	Yes	1095	12	18074
6226	51	Quebec	No	No	1125	12.5	53564
6227	37	Ontario	No	Yes	1342	12.5	23357
6228	55	Prairies	No	No	522	14	46862
6229	31	BC	No	No	3476	11	38391
6230	24	Prairies	Yes	No	0	12.5	35782
6231	44	Atlantic	No	No	1250	12	68784
6232	26	Prairies	Yes	No	0	12.5	39799
6233	25	Atlantic	Yes	No	0	8.7	37127
6235	30	Ontario	No	No	1913	15.3	27229
6236	22	BC	Yes	No	1019	12	0
6237	38	Prairies	No	Yes	1651	15.4	18438
6238	43	Quebec	No	No	1319	20	59360
6239	63	BC	No	No	0	9	9853
6240	48	Atlantic	Yes	No	800	12	28053
6241	40	Quebec	No	No	2086	9	22574
6242	48	Atlantic	No	No	0	7	32276
6243	48	Ontario	No	No	1537	10	41799
6245	36	Prairies	No	No	2501	12	38856
6246	33	Atlantic	No	Yes	2086	14	21824
6247	39	BC	No	Yes	228	15.8	43573
6249	50	Atlantic	No	No	2451	17	28344
6250	36	Atlantic	No	Yes	14	13	28595
6251	56	Atlantic	No	No	0	11	18006
6252	44	Ontario	No	No	912	12	31412
6253	46	Quebec	No	No	313	13.9	41698
6254	39	Prairies	No	Yes	74	15	63255
6255	43	Prairies	No	No	1825	13	28781
6256	25	Atlantic	Yes	No	0	9	13884
6257	38	Atlantic	No	Yes	521	13	32317
6258	64	Atlantic	No	No	0	7	14425
6260	51	Quebec	No	No	1564	16	43210
6261	59	Ontario	No	No	0	10	15297
6262	32	Atlantic	No	Yes	1095	11.5	7162
6263	55	BC	No	No	0	12	23563
6266	31	Ontario	Yes	Yes	608	10	85053
6267	52	Ontario	No	No	3389	10.5	31947
6268	28	Ontario	No	Yes	1825	12.5	32840
6269	47	Prairies	No	No	1770	12.5	64263
6270	31	Atlantic	No	No	2086	10	14429
6271	29	Quebec	Yes	Yes	0	11	29139
6272	61	Prairies	No	No	0	9	6086
6273	34	Quebec	Yes	Yes	2346	13	23857
6274	61	Atlantic	No	No	0	8	57291
6276	35	Ontario	No	No	2086	12.5	40801
6277	30	Atlantic	No	No	1955	13	21121
6278	36	Ontario	No	Yes	3128	14	33394
6279	32	Prairies	Yes	Yes	365	18	29691
6280	33	Atlantic	No	Yes	584	11	14848
6281	53	Ontario	No	No	313	17	0
6282	47	Prairies	No	No	0	13	47343
6283	62	Quebec	No	No	0	6	3473
6284	49	Ontario	No	No	834	12	27858
6285	64	BC	No	No	0	10	25316
6286	38	Prairies	No	No	1460	12	46547
6287	36	Ontario	Yes	Yes	2086	16	26252
6288	50	Prairies	No	Yes	1825	12.5	38118
6289	54	Prairies	No	No	2151	12.5	20691
6290	38	Prairies	No	Yes	2086	17.3	28224
6291	45	Atlantic	No	No	0	9	49701
6292	53	Quebec	No	No	2086	12	15826
6293	38	Ontario	No	No	2086	19	53876
6294	51	Quebec	No	No	1376	3	11385
6295	38	Ontario	No	Yes	469	17	43895
6296	57	Ontario	No	No	1877	7	54920
6297	35	Atlantic	Yes	Yes	504	12	20914
6298	49	Prairies	No	No	426	12.5	35452
6299	33	Ontario	Yes	Yes	0	10	20550
6300	31	Ontario	No	Yes	1939	8	23096
6301	39	Prairies	Yes	Yes	886	11.7	13958
6302	40	Prairies	No	No	2086	12.5	685
6303	63	Ontario	No	No	0	7	21794
6304	47	Ontario	No	No	918	9	28507
6305	37	BC	No	No	685	12	9217
6306	64	Quebec	No	No	521	13	10706
6307	52	Prairies	No	No	1158	16	62149
6308	47	Prairies	No	No	1112	10	21479
6309	44	Prairies	No	No	1364	12	5441
6310	44	Atlantic	No	No	2086	10	15587
6311	32	Ontario	No	Yes	2086	11.5	2600
6312	29	Ontario	Yes	No	170	16.5	21290
6313	39	Ontario	No	No	1715	12.5	41778
6314	38	Quebec	No	Yes	1825	12	81862
6315	46	Quebec	No	No	2086	15	28268
6317	54	Atlantic	No	No	0	10	16172
6318	46	Quebec	No	No	0	7	30972
6319	29	Prairies	No	No	0	10	0
6321	51	Prairies	No	No	1564	12	41148
6322	27	Prairies	Yes	Yes	1564	12.5	14806
6323	40	Ontario	No	No	1929	12.5	25338
6324	47	Prairies	No	No	0	9	41358
6325	53	Atlantic	No	No	548	10	85196
6326	35	Atlantic	Yes	Yes	0	11	59711
6327	34	Ontario	Yes	No	0	12	27539
6328	39	Ontario	No	Yes	0	12	31522
6329	44	Prairies	No	No	1303	12	20650
6330	39	Prairies	No	No	150	12.1	26641
6331	33	Quebec	No	Yes	0	11	29579
6332	48	Ontario	No	No	2086	15	59941
6333	58	Prairies	No	No	2190	13	17974
6334	25	Ontario	Yes	Yes	823	15	25671
6335	60	Quebec	No	No	0	8	18968
6336	60	Atlantic	No	No	0	16	30572
6337	40	Ontario	No	No	2086	12.5	64205
6338	56	Atlantic	No	No	268	7	40640
6339	50	Atlantic	No	No	0	6	20546
6340	32	Ontario	No	No	1955	19.7	25144
6341	60	Prairies	No	No	1748	10.5	25139
6342	38	Ontario	Yes	Yes	0	11	10626
6343	36	Ontario	Yes	Yes	1491	13	44431
6344	58	Ontario	No	No	782	9	20480
6345	26	Quebec	Yes	No	1304	12	5692
6347	39	Quebec	No	No	2106	13	6342
6348	27	BC	Yes	No	1043	16	46884
6349	55	Prairies	No	No	0	8	14958
6350	47	Prairies	No	No	2086	16	2942
6351	46	Ontario	No	No	2086	8.3	29307
6352	50	Atlantic	No	No	0	13	31692
6353	59	Atlantic	No	No	0	13	40799
6354	37	Atlantic	Yes	No	1251	18	44296
6355	47	Prairies	No	No	2086	12	71611
6356	46	BC	No	No	2097	12.5	0
6357	46	Ontario	No	No	0	12	36937
6358	49	Atlantic	No	No	0	16	86610
6359	37	Prairies	No	Yes	544	13	12870
6360	35	Atlantic	No	Yes	772	15	21735
6361	31	Quebec	Yes	Yes	528	11.2	23404
6362	29	Ontario	No	No	2521	12.1	29275
6363	63	Atlantic	No	No	0	10	28048
6364	60	Quebec	No	No	0	3	12082
6365	42	Quebec	No	Yes	1043	14	31941
6366	33	Atlantic	Yes	No	1825	12.5	19905
6367	53	Quebec	No	No	0	9	12770
6368	32	Atlantic	No	No	2086	11	54148
6369	36	Atlantic	No	Yes	1647	12	35479
6371	53	Ontario	No	No	1537	12	43047
6372	31	Ontario	Yes	No	683	12.5	36771
6373	43	Atlantic	No	No	0	9	30069
6374	41	Quebec	No	Yes	1825	13.1	50339
6375	32	Atlantic	Yes	Yes	579	13	9651
6376	45	Quebec	No	No	2607	12.5	25797
6377	48	Atlantic	No	No	1304	17	36900
6378	25	Atlantic	Yes	Yes	0	14.3	65549
6379	38	Ontario	No	Yes	2086	12	30725
6380	34	Quebec	No	No	417	10	9476
6381	45	Quebec	No	No	1408	11	0
6382	54	Quebec	No	No	1564	9	29284
6383	48	Ontario	No	No	1825	14	47966
6384	65	Quebec	No	No	408	9	22918
6385	48	Atlantic	No	No	1043	10	23231
6386	32	Ontario	Yes	No	886	16	67113
6387	58	Atlantic	No	No	1522	12	3663
6388	27	Ontario	No	No	1945	18	18636
6389	29	Ontario	No	Yes	1556	13	6616
6390	39	Quebec	No	Yes	1460	17	23710
6392	34	Atlantic	No	Yes	0	10	32357
6393	58	Ontario	No	No	1912	10	53992
6395	33	Prairies	Yes	Yes	1173	14	33799
6396	45	Atlantic	No	No	2086	16	30131
6398	48	BC	No	No	1642	12	59066
6399	50	Atlantic	No	No	2086	10	20038
6400	47	Prairies	No	No	261	15.1	33268
6404	41	Prairies	Yes	Yes	0	17	50015
6405	41	Ontario	No	No	0	12.3	32522
6406	31	Ontario	Yes	No	1825	12	21645
6407	61	Ontario	No	No	0	11.5	11813
6408	33	Atlantic	No	Yes	1043	14	27275
6409	38	Atlantic	No	No	0	8	5239
6410	38	Atlantic	No	No	1981	13	20097
6411	49	Quebec	No	No	2086	20	28804
6412	35	Prairies	Yes	Yes	0	10	23481
6414	56	Quebec	No	No	0	20	14161
6415	22	BC	Yes	No	0	12.5	48748
6416	52	Prairies	No	No	1043	9	41257
6417	56	Prairies	No	No	0	12	16035
6418	29	Atlantic	No	Yes	2086	14.6	25936
6419	61	BC	No	No	0	14	11228
6420	56	Atlantic	No	No	782	11	11978
6421	55	Atlantic	No	No	1929	15	21960
6422	59	Prairies	No	No	782	15.5	13020
6424	37	Quebec	No	No	1825	16	41677
6425	45	Prairies	No	No	4432	12	20511
6427	65	Prairies	No	No	0	12	34159
6428	51	Prairies	No	No	2086	14	15449
6429	35	Prairies	Yes	No	1043	11	29524
6430	40	Ontario	Yes	Yes	1955	12.5	24746
6431	42	Prairies	No	No	0	8	57932
6432	40	Prairies	No	No	521	8	31636
6433	46	Atlantic	Yes	No	0	10	45577
6434	47	Atlantic	No	No	0	7	29540
6435	37	Atlantic	No	No	1825	11	30803
6436	40	Prairies	No	Yes	731	6	20927
6437	45	Quebec	No	No	1825	16	38721
6438	60	Quebec	No	No	987	18	20660
6439	32	Quebec	Yes	Yes	1251	11.5	20559
6440	46	Quebec	No	No	1669	14.2	31700
6441	38	Ontario	No	No	507	13.5	46722
6442	32	Ontario	Yes	No	1304	17	15459
6443	63	Ontario	No	No	0	16	27278
6444	20	Prairies	Yes	No	719	11	11171
6445	39	BC	No	No	1955	13	35542
6446	47	Quebec	No	No	0	20	17575
6447	42	Quebec	No	No	1721	13	22274
6448	34	Atlantic	Yes	No	0	8	22480
6449	45	Prairies	No	No	2092	13	20856
6450	29	BC	Yes	No	745	12	28582
6451	42	Quebec	No	Yes	920	11	39242
6452	62	Prairies	No	No	0	15	15548
6453	26	Prairies	No	No	2086	16	28889
6454	38	Atlantic	No	No	1955	15.3	29277
6455	38	BC	No	No	0	10	27237
6456	44	Ontario	Yes	No	1955	13	14124
6458	41	Prairies	No	No	1981	12	32521
6459	56	Ontario	No	No	0	12	79310
6460	32	Atlantic	Yes	Yes	2086	12	26252
6461	31	Atlantic	No	No	0	7	9542
6463	34	Quebec	Yes	Yes	1955	20	22760
6465	30	Ontario	Yes	Yes	0	12.5	34988
6466	39	Ontario	No	No	2086	17	21233
6467	40	Prairies	No	No	2086	14	34234
6468	28	Prairies	Yes	No	1923	12	13373
6469	36	Ontario	No	Yes	1964	12	47930
6470	65	Quebec	No	No	0	7	22787
6471	41	Quebec	No	Yes	0	13	42625
6472	37	Atlantic	No	No	0	11	14183
6473	28	Atlantic	Yes	No	929	13	23583
6474	44	Ontario	No	Yes	2170	18.3	55274
6475	36	Quebec	No	No	2346	20	35316
6476	43	Prairies	No	No	1955	17	45476
6477	28	BC	Yes	No	1733	13	43227
6478	63	Ontario	No	No	0	9	20337
6479	52	BC	No	No	1266	9	35404
6480	52	Prairies	No	No	1251	8	11636
6481	45	Ontario	No	No	1877	15.5	57324
6482	48	Ontario	No	No	1955	13	32371
6483	37	BC	No	Yes	521	12	48656
6484	61	Ontario	No	No	0	9	25149
6485	37	Prairies	No	Yes	958	12	42798
6486	35	Quebec	Yes	No	1564	15	19601
6487	52	Ontario	No	No	2112	13	42181
6488	27	Ontario	Yes	No	1955	12	22994
6489	59	Prairies	No	No	0	11	15333
6490	36	Ontario	No	Yes	2086	12.5	35793
6491	43	Prairies	No	Yes	1955	12	7990
6492	32	Ontario	No	Yes	591	12.5	30291
6493	59	Atlantic	No	No	0	11	28316
6494	57	Ontario	No	No	0	15	24355
6495	46	Ontario	No	No	2010	15	55849
6496	63	BC	No	No	1825	14	9975
6497	27	Quebec	No	No	2086	15	12880
6498	29	Ontario	Yes	Yes	786	14.6	71814
6499	55	Ontario	No	No	1744	16	33617
6500	63	Ontario	No	No	0	9	29033
6501	28	Ontario	Yes	No	1733	12	18111
6502	29	Ontario	Yes	Yes	143	16.8	19124
6503	29	Atlantic	Yes	No	1288	18	25283
6504	37	Prairies	No	Yes	0	12	15388
6505	33	BC	Yes	Yes	0	12	50493
6506	29	Prairies	No	Yes	1304	12.5	3252
6507	44	Quebec	No	No	1825	12.5	32332
6508	48	Ontario	No	No	1043	11	18910
6510	34	Atlantic	No	Yes	956	11	29167
6511	34	Quebec	No	No	0	11	13863
6512	31	BC	Yes	No	782	12	42441
6513	24	Ontario	No	Yes	1825	15.5	2069
6515	25	Ontario	Yes	No	0	14	21335
6516	24	Ontario	No	No	1092	12.7	33266
6517	62	Ontario	No	No	1511	13	67658
6519	37	Quebec	No	No	1877	14.3	38529
6520	29	Ontario	Yes	No	82	12.5	28952
6521	35	Atlantic	Yes	No	0	13	21195
6522	45	Atlantic	No	No	0	6	28397
6523	35	BC	No	Yes	820	15.1	13560
6524	53	Atlantic	No	No	0	8	21974
6525	42	Prairies	No	No	0	17	75227
6526	64	Ontario	No	No	0	8	28314
6527	40	Prairies	No	No	2086	10.6	9883
6528	64	Prairies	No	No	0	11	32415
6530	22	Atlantic	Yes	No	0	12.5	19458
6531	56	Quebec	No	No	2956	12	11630
6532	44	Quebec	No	No	521	11.5	39307
6533	49	Atlantic	No	No	1460	9	40039
6534	42	Prairies	No	No	0	12.5	53794
6535	31	Atlantic	Yes	No	1224	13	35942
6536	54	Quebec	No	No	2086	10	97728
6537	50	Ontario	No	No	1929	20	26548
6538	42	Prairies	No	No	372	15	38787
6539	53	Prairies	No	No	590	11	24940
6540	39	Prairies	No	No	1043	14	85325
6541	28	Atlantic	Yes	Yes	2086	12	18348
6542	63	Quebec	No	No	0	12	33028
6543	44	BC	No	No	912	17.1	59417
6544	44	Ontario	No	No	4172	18.2	37524
6545	53	Prairies	No	No	1955	11	25119
6547	35	Ontario	Yes	Yes	209	15.2	40135
6548	37	Ontario	Yes	No	1043	17	39381
6549	48	Quebec	No	No	1304	16	33036
6550	53	Ontario	No	No	1564	13	21870
6551	58	BC	No	No	0	9	12756
6552	25	Prairies	No	No	1769	17.5	11493
6553	49	Prairies	No	No	1304	8	61905
6554	41	Prairies	No	No	1955	12	42216
6555	23	Prairies	No	No	1981	13	33126
6556	34	Ontario	No	No	1825	14	17695
6557	43	Prairies	No	Yes	3129	12.5	16588
6559	38	Prairies	No	Yes	1355	16	26136
6560	56	Atlantic	No	No	0	9	31114
6561	36	Ontario	No	Yes	0	14	44714
6562	37	Quebec	No	No	0	12	34831
6563	58	Prairies	No	No	2086	8.5	0
6564	50	BC	No	No	1304	17.7	81550
6565	61	BC	No	No	0	10	16461
6566	35	Prairies	No	Yes	728	12.5	28803
6568	37	BC	No	No	1877	15	119001
6569	36	Prairies	No	Yes	0	11.1	28315
6570	48	Ontario	No	No	1147	15.1	58775
6571	36	Atlantic	No	Yes	782	10	9000
6572	49	Atlantic	No	No	276	9	20701
6573	47	Prairies	No	No	941	12.5	26554
6574	43	Quebec	No	No	0	11	10715
6575	33	Prairies	No	Yes	1173	17.1	43811
6576	35	Prairies	No	Yes	738	12	0
6577	34	Ontario	Yes	No	0	12	9958
6578	32	Prairies	No	No	2086	13	33244
6579	36	Ontario	Yes	No	1955	13	56492
6580	45	Quebec	No	Yes	0	11	16898
6581	27	Ontario	Yes	No	1955	12	19614
6582	48	Atlantic	No	No	14	13	114711
6583	61	Quebec	No	No	0	8	19137
6584	65	Quebec	No	No	0	12	19264
6585	44	Atlantic	Yes	Yes	0	10.5	30216
6586	32	Ontario	Yes	No	2086	12.5	37553
6587	52	Prairies	No	No	0	10	48331
6588	22	Atlantic	No	No	2086	14.1	18880
6589	27	Ontario	Yes	Yes	554	14.1	35340
6590	37	Quebec	No	Yes	1087	15.5	36298
6591	31	Atlantic	No	No	1955	16	22379
6592	48	Ontario	No	No	521	15.5	62424
6593	37	Ontario	Yes	Yes	2086	12	53544
6594	43	Ontario	No	No	2086	13.5	25785
6595	35	Atlantic	No	No	2086	16	43033
6596	28	Quebec	Yes	Yes	0	10	19983
6597	61	Prairies	No	No	0	11	26684
6598	47	Quebec	No	No	490	9	30768
6599	47	Ontario	No	No	0	8	17605
6600	36	Ontario	Yes	No	2086	20	26794
6601	31	Prairies	Yes	Yes	0	14	110223
6603	40	BC	No	No	1460	19	47109
